date,governor,inflation,kpif,konsumentpris,producentpris,energipris,oljepris,råvarupris,utbudsstörning,kron,växelkurs,tillväxt,resursutnyttjande,sysselsättning,konjunktur,finansiella,bnp,skuldsättning,bostadsmarknad,arbets,real,geopolitisk,handelskonflikt,handelshinder,tullar,protektionis,osäkerhet,krig,invasion,Total
2019-04-24,Per Jansson,29,8,1,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1194
2019-04-24,Henry Ohlsson,12,4,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0,1,17,0,0,0,0,0,0,1,0,0,1018
2024-09-24,Per Jansson,30,7,0,0,14,0,0,0,4,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1153
2024-09-24,Aino Bunge,20,2,0,0,1,0,0,0,1,0,4,0,0,7,0,1,0,0,3,3,0,0,0,0,0,1,0,0,1246
2024-09-24,Anna Breman,18,6,0,0,9,0,0,0,2,1,1,0,1,1,0,0,0,0,2,3,0,0,0,0,0,1,1,0,1056
2024-09-24,Anna Seim,26,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,789
2024-09-24,Erik Thedéen,18,5,0,1,3,0,0,0,3,3,6,2,0,4,1,0,0,0,0,1,1,0,0,0,0,2,0,0,996
2023-09-20,Martin Flodén,20,2,1,1,0,0,1,2,9,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1088
2023-09-20,Aino Bunge,22,3,0,0,2,0,0,0,7,0,1,0,0,3,0,0,0,1,6,4,0,0,0,0,0,0,0,0,1418
2023-09-20,Per Jansson,39,2,0,0,10,0,0,0,9,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1487
2023-09-20,Anna Breman,35,2,0,0,4,2,0,1,10,3,0,0,2,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,1396
2023-09-20,Erik Thedéen,32,8,0,0,1,1,0,1,10,1,4,0,1,2,0,3,0,0,4,1,0,0,0,0,0,0,1,1,1438
2018-09-05,Martin Flodén,19,1,0,0,4,0,0,0,6,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,896
2018-09-05,Per Jansson,51,14,0,1,14,0,0,0,2,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1438
2018-09-05,Kerstin af Jochnick,16,4,0,0,3,0,0,0,4,0,7,2,1,1,0,1,2,4,1,0,0,0,1,0,0,3,0,0,1060
2018-09-05,Cecilia Skingsley,15,2,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729
2018-09-05,Henry Ohlsson,15,9,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,0,1,1,1,1,0,0,1169
2018-09-05,Stefan Ingves,26,3,0,0,0,0,0,0,5,4,10,0,1,4,2,2,0,2,4,6,1,1,0,0,0,2,0,0,1383
2024-06-26,Anna Breman,35,5,0,0,1,0,0,0,8,3,0,0,0,4,0,0,0,0,1,2,2,0,0,0,1,2,0,1,1174
2024-06-26,Anna Seim,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,875
2024-06-26,Aino Bunge,20,1,0,0,0,0,0,2,4,0,1,0,1,2,0,0,1,0,3,2,0,0,0,0,1,3,0,0,1235
2024-06-26,Per Jansson,19,0,1,0,3,0,0,0,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1312
2024-06-26,Erik Thedéen,32,5,0,0,1,0,0,1,7,0,5,0,1,4,4,3,0,0,5,4,1,0,1,0,1,7,0,1,1604
2021-04-26,Per Jansson,55,7,1,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1446
2021-04-26,Cecilia Skingsley,19,1,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149
2021-04-26,Anna Breman,12,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,7,5,0,0,0,0,0,0,0,0,0,1079
2021-04-26,Martin Flodén,16,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,866
2021-04-26,Henry Ohlsson,10,3,1,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,17,0,0,0,0,0,0,0,0,0,1143
2021-04-26,Stefan Ingves,10,1,0,0,1,0,0,0,1,0,10,2,2,2,2,4,1,4,5,0,0,0,0,0,0,1,0,0,1521
2024-12-18,Anna Breman,25,0,0,0,2,0,0,0,1,0,0,0,1,12,0,0,0,0,1,4,1,0,1,0,0,5,1,0,1136
2024-12-18,Anna Seim,7,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,2,1,0,0,2,0,2,0,0,968
2024-12-18,Aino Bunge,13,3,0,0,3,0,0,0,1,0,4,0,0,6,0,0,0,1,0,1,3,0,2,4,0,1,1,0,1108
2024-12-18,Per Jansson,37,4,0,0,16,0,0,0,2,1,2,0,0,7,0,1,0,1,1,1,1,1,0,1,0,3,0,0,1527
2024-12-18,Erik Thedéen,15,3,1,0,2,0,0,0,1,1,4,1,1,7,0,3,0,3,3,1,0,0,0,0,0,5,0,0,1596
2018-07-02,Kerstin af Jochnick,10,2,0,0,4,0,0,0,1,0,7,0,0,0,0,1,1,3,3,2,0,0,2,0,0,5,0,0,943
2018-07-02,Martin Flodén,35,3,0,1,6,0,0,0,8,6,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1467
2018-07-02,Per Jansson,52,14,0,0,11,0,0,0,4,3,0,0,1,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1744
2018-07-02,Cecilia Skingsley,8,3,0,0,0,0,0,0,11,1,2,2,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1126
2018-07-02,Henry Ohlsson,20,8,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,24,1,0,0,1,1,1,1,0,0,1226
2018-07-02,Stefan Ingves,23,0,0,0,0,0,0,0,3,1,8,2,1,2,1,1,1,1,5,0,1,1,0,0,0,1,0,0,1153
2017-07-03,Kerstin af Jochnick,12,2,0,0,2,3,0,0,0,1,7,1,1,6,0,2,1,0,4,0,0,0,0,0,0,2,0,0,1010
2017-07-03,Per Jansson,26,7,0,0,3,2,0,0,5,3,4,0,1,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1226
2017-07-03,Martin Flodén,18,1,0,0,0,1,0,0,1,0,0,4,1,12,0,0,0,0,2,1,0,0,0,0,0,1,0,0,959
2017-07-03,Cecilia Skingsley,18,1,0,0,1,0,0,0,0,1,1,3,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,866
2017-07-03,Stefan Ingves,12,2,0,0,0,0,0,0,1,2,12,5,1,8,5,2,3,3,2,1,0,0,0,0,0,1,0,0,1105
2017-07-03,Henry Ohlsson,13,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,18,3,0,0,0,0,0,0,0,0,647
2019-07-02,Per Jansson,36,11,0,0,7,0,0,0,0,0,2,0,0,1,1,0,0,0,6,0,0,2,0,0,0,1,0,0,1128
2019-07-02,Kerstin af Jochnick,5,2,0,0,1,1,0,0,0,0,9,0,0,3,1,4,2,5,2,3,0,1,0,0,0,5,0,0,1107
2019-07-02,Martin Flodén,28,3,0,0,2,0,0,0,8,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,866
2019-07-02,Cecilia Skingsley,17,2,0,0,1,0,0,0,3,4,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,876
2019-07-02,Stefan Ingves,13,1,0,0,1,0,0,0,9,7,7,0,1,2,2,2,2,2,2,7,0,1,0,0,0,0,0,0,1435
2019-07-02,Henry Ohlsson,11,4,0,0,0,0,0,0,1,3,2,0,0,1,0,4,0,0,14,0,0,0,0,0,0,4,1,0,957
2023-11-22,Anna Breman,33,2,0,0,1,0,0,1,10,2,1,0,2,5,1,0,0,0,4,1,2,0,0,0,0,0,0,0,1217
2023-11-22,Martin Flodén,43,2,0,0,0,0,0,0,3,1,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1628
2023-11-22,Aino Bunge,22,0,1,0,0,0,0,1,4,1,0,0,1,2,0,0,0,1,5,1,1,0,0,0,0,2,0,0,956
2023-11-22,Per Jansson,29,0,0,2,3,0,0,0,8,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1443
2023-11-22,Erik Thedéen,37,2,0,0,0,1,0,0,9,1,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1185
2022-04-27,Per Jansson,63,5,0,0,6,0,0,1,0,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,1913
2022-04-27,Cecilia Skingsley,26,1,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,1,1,1230
2022-04-27,Henry Ohlsson,21,4,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,14,0,0,0,0,0,0,0,0,3,959
2022-04-27,Martin Flodén,45,3,5,1,6,0,1,0,0,0,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,7,3,2,1416
2022-04-27,Anna Breman,41,2,0,0,2,0,0,0,0,0,9,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,6,3,1437
2022-04-27,Stefan Ingves,39,2,0,0,1,0,0,2,0,0,8,0,0,0,0,2,0,0,0,5,0,0,0,0,0,3,7,1,1310
2025-01-28,Aino Bunge,12,2,0,1,0,0,0,1,2,0,2,0,0,6,0,0,0,1,1,0,0,0,1,0,0,2,0,0,962
2025-01-28,Per Jansson,33,2,4,0,6,0,0,0,3,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430
2025-01-28,Anna Breman,19,1,0,0,1,0,0,0,1,1,1,0,1,10,3,0,0,0,2,1,0,0,0,0,0,5,0,0,862
2025-01-28,Anna Seim,6,0,0,0,0,0,0,2,0,0,1,0,1,5,0,1,0,0,0,1,1,0,0,0,0,5,0,0,689
2025-01-28,Erik Thedéen,11,1,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,722
2022-11-23,Per Jansson,43,6,1,0,4,0,0,0,1,0,0,0,1,0,3,0,0,0,3,4,1,0,0,0,0,0,0,0,1872
2022-11-23,Martin Flodén,25,2,1,0,4,0,0,0,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1121
2022-11-23,Henry Ohlsson,24,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224
2022-11-23,Anna Breman,42,2,2,0,6,0,1,1,1,1,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1481
2022-11-23,Stefan Ingves,32,2,0,0,2,0,0,0,2,0,2,0,0,1,6,0,0,0,0,3,0,0,0,0,0,1,3,0,1538
2020-04-27,Cecilia Skingsley,4,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,887
2020-04-27,Henry Ohlsson,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,1125
2020-04-27,Martin Flodén,7,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1145
2020-04-27,Per Jansson,49,7,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1784
2020-04-27,Anna Breman,9,2,0,0,1,0,0,0,3,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,1558
2020-04-27,Stefan Ingves,9,2,0,0,1,3,0,0,3,0,0,0,0,2,2,2,1,1,1,2,0,0,0,0,0,6,0,0,1379
2023-06-28,Anna Breman,18,3,0,1,1,0,0,0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1307
2023-06-28,Per Jansson,57,4,0,0,18,0,0,0,9,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2067
2023-06-28,Aino Bunge,28,3,0,1,2,0,0,1,8,5,1,0,2,1,2,0,0,0,5,2,1,0,0,0,0,7,1,0,1276
2023-06-28,Martin Flodén,16,2,1,1,0,0,0,0,14,1,0,0,1,10,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1175
2023-06-28,Erik Thedéen,25,9,2,0,0,0,0,1,12,5,7,0,2,3,0,6,0,1,4,1,0,0,0,0,0,2,0,0,1649
